star pmax prot height tau quality
629 1 0.736 0.135 0.022 4.12
629 3 nan -inf nan nan
629 5 nan -inf nan nan
629 10 nan -inf nan nan
629 30 28.922 0.107 26.775 379.81
629 50 31.907 0.218 34.574 1176.79
629 100 31.314 0.162 29.246 175.87
630 1 0.695 0.134 0.022 4.74
630 3 nan -inf nan nan
630 5 nan -inf nan nan
630 10 nan -inf nan nan
630 30 42.106 0.589 155.891 748.90
630 50 42.576 1.305 453.949 9129.00
630 100 43.189 1.253 968.711 24383.01
631 1 0.123 0.070 0.035 17.80
631 3 0.245 0.036 0.033 4.84
631 5 4.538 0.067 2.220 118.90
631 10 7.931 0.220 5.109 75.61
631 30 7.338 0.056 1.597 4.31
631 50 28.309 0.132 15.619 82.33
631 100 30.230 0.093 13.003 116.96
632 1 0.123 0.035 0.029 6.08
632 3 2.432 0.082 0.149 8.85
632 5 4.619 0.094 1.320 41.87
632 10 7.890 0.089 3.346 59.05
632 30 36.056 0.284 19.791 17.17
632 50 38.079 0.527 38.444 230.73
632 100 40.512 0.241 17.140 17.94
633 1 0.123 0.039 0.031 8.64
633 3 nan -inf nan nan
633 5 nan -inf nan nan
633 10 nan -inf nan nan
633 30 19.009 0.549 22.701 990.41
633 50 19.316 0.473 20.539 279.67
633 100 18.825 0.272 8.817 18.89
634 1 0.123 0.030 0.029 5.61
634 3 2.432 0.099 0.748 41.24
634 5 4.640 0.113 1.333 37.22
634 10 11.038 0.194 6.676 52.12
634 30 22.402 0.532 33.777 168.90
634 50 22.790 0.360 23.395 106.59
634 100 21.482 0.161 4.180 4.50
635 1 0.756 0.156 0.219 17.94
635 3 2.780 0.137 1.032 28.89
635 5 5.049 0.284 2.732 41.66
635 10 11.487 0.973 40.229 394.94
635 30 11.732 0.962 44.337 2375.30
635 50 11.651 0.661 39.124 606.03
635 100 23.812 0.088 3.289 3.73
636 1 0.736 0.121 0.031 4.04
636 3 2.514 0.194 0.980 56.53
636 5 4.211 0.237 1.748 68.85
636 10 7.992 0.266 3.446 88.84
636 30 35.729 0.328 10.217 10.26
636 50 40.369 0.522 44.275 387.19
636 100 40.614 0.199 14.137 5.67
637 1 0.123 0.039 0.032 9.43
637 3 nan -inf nan nan
637 5 nan -inf nan nan
637 10 8.769 0.033 2.936 81.06
637 30 29.311 0.241 26.487 175.09
637 50 30.619 0.380 31.298 374.27
637 100 30.619 0.320 28.867 358.28
638 1 0.654 0.080 0.082 2.26
638 3 nan -inf nan nan
638 5 4.333 0.088 5.085 207.89
638 10 8.503 0.344 40.040 1441.78
638 30 8.646 0.318 69.641 2452.79
638 50 8.646 0.202 68.346 2334.42
638 100 12.795 0.055 1.480 19.68
639 1 0.695 0.104 0.024 4.36
639 3 nan -inf nan nan
639 5 nan -inf nan nan
639 10 nan -inf nan nan
639 30 26.674 0.552 148.853 9665.11
639 50 27.144 0.632 119.711 5410.56
639 100 26.654 0.487 94.195 1265.53
640 1 0.756 0.134 0.022 4.04
640 3 nan -inf nan nan
640 5 nan -inf nan nan
640 10 11.896 0.085 18.058 478.96
640 30 11.896 0.217 47.395 4715.76
640 50 11.835 0.169 48.056 3761.66
640 100 35.831 0.030 4.911 6.10
641 1 0.879 0.104 0.050 2.29
641 3 1.921 0.280 1.059 175.73
641 5 1.737 0.066 0.335 1.27
641 10 8.053 0.434 9.215 35.27
641 30 15.841 0.702 12.928 152.52
641 50 15.984 0.523 11.237 151.68
641 100 15.882 0.212 3.905 8.97
642 1 0.123 0.032 0.029 5.73
642 3 3.189 0.076 0.135 6.23
642 5 4.885 0.089 0.325 7.87
642 10 8.033 0.100 3.008 61.12
642 30 25.959 1.134 78.010 6107.35
642 50 26.347 1.009 67.106 941.16
642 100 25.999 0.630 115.964 436.60
643 1 0.675 0.082 0.021 2.91
643 3 nan -inf nan nan
643 5 nan -inf nan nan
643 10 10.220 0.074 4.161 184.13
643 30 28.432 0.383 30.203 154.58
643 50 29.638 0.494 34.403 140.60
643 100 30.026 0.348 27.841 33.51
644 1 0.123 0.035 0.029 6.59
644 3 2.882 0.046 0.132 4.79
644 5 5.151 0.079 0.314 10.49
644 10 17.067 0.177 0.879 4.03
644 30 17.476 0.481 20.555 165.35
644 50 16.699 0.198 5.015 4.54
644 100 34.564 0.069 69.120 4.13
645 1 0.123 0.033 0.029 5.79
645 3 nan -inf nan nan
645 5 nan -inf nan nan
645 10 8.217 0.157 6.001 571.17
645 30 16.147 0.112 5.544 57.67
645 50 15.718 0.037 4.063 16.69
645 100 84.723 0.075 28.527 40.54
646 1 0.593 0.136 0.022 5.54
646 3 nan -inf nan nan
646 5 3.393 0.049 1.242 82.11
646 10 8.728 0.052 -8.912 -0.21
646 30 13.409 0.089 4.755 20.89
646 50 39.428 0.306 35.098 78.78
646 100 40.246 0.226 35.452 45.13
647 1 0.123 0.034 0.028 5.55
647 3 2.759 0.099 0.872 36.54
647 5 4.292 0.146 2.310 98.28
647 10 8.646 0.197 4.943 55.75
647 30 20.378 0.427 14.434 77.80
647 50 21.605 0.385 15.167 78.96
647 100 22.279 0.259 16.668 102.89
648 1 0.123 0.032 0.029 5.18
648 3 2.739 0.060 0.127 7.61
648 5 4.088 0.067 1.642 84.71
648 10 8.135 0.257 5.460 100.94
648 30 8.605 0.212 16.778 149.35
648 50 8.421 0.137 1.646 9.44
648 100 69.005 0.120 24.385 43.99
649 1 0.756 0.131 0.022 4.14
649 3 nan -inf nan nan
649 5 7.849 0.066 13.884 110.12
649 10 7.706 0.351 23.748 3978.44
649 30 7.788 0.220 38.127 942.82
649 50 7.644 0.113 33.636 424.67
649 100 11.181 0.066 18.009 142.05
650 1 0.736 0.133 0.034 4.08
650 3 2.535 0.181 0.876 38.71
650 5 4.190 0.137 1.705 41.79
650 10 15.248 0.267 0.940 1.98
650 30 25.938 0.503 20.073 91.35
650 50 27.921 0.363 15.922 107.47
650 100 27.246 0.168 7.425 5.92
651 1 0.715 0.124 0.022 4.30
651 3 1.942 0.049 0.131 11.61
651 5 7.072 0.055 9.430 67.13
651 10 8.053 0.106 11.935 9.36
651 30 16.127 1.318 153.852 15032.98
651 50 16.107 1.167 153.360 20995.13
651 100 16.127 0.638 116.783 9528.71
652 1 0.123 0.030 0.029 5.34
652 3 2.862 0.062 0.137 7.42
652 5 6.479 0.089 0.459 8.64
652 10 7.910 0.132 3.541 3.89
652 30 16.556 1.278 71.139 1158.38
652 50 16.638 1.147 65.650 600.76
652 100 16.781 0.666 84.884 667.33
653 1 nan -inf nan nan
653 3 nan -inf nan nan
653 5 4.251 0.072 1.360 64.54
653 10 7.604 0.071 3.010 72.92
653 30 25.693 0.203 17.412 86.08
653 50 27.083 0.117 12.254 17.43
653 100 54.329 0.108 17.302 16.59
654 1 nan -inf nan nan
654 3 2.780 0.078 0.811 33.11
654 5 4.088 0.234 6.088 310.70
654 10 4.354 0.065 1.416 2.95
654 30 8.094 0.066 1.437 0.91
654 50 22.627 0.368 23.059 155.28
654 100 21.993 0.283 18.967 99.56
655 1 0.654 0.131 0.022 4.80
655 3 nan -inf nan nan
655 5 nan -inf nan nan
655 10 8.503 0.036 2.310 90.54
655 30 22.709 0.129 22.707 1038.17
655 50 22.218 0.124 19.897 830.73
655 100 21.400 0.089 13.133 144.06
656 1 0.123 0.035 0.028 5.74
656 3 1.942 0.065 0.563 35.87
656 5 4.803 0.062 0.297 4.88
656 10 7.113 0.148 3.794 207.96
656 30 37.037 0.469 54.892 80.83
656 50 37.323 0.824 59.094 737.71
656 100 37.773 0.769 44.169 163.54
657 1 0.838 0.213 0.293 23.08
657 3 2.596 0.274 1.067 49.57
657 5 4.231 0.278 1.694 53.49
657 10 10.036 0.214 4.407 29.43
657 30 34.216 0.452 23.684 43.12
657 50 37.793 0.768 45.656 438.05
657 100 40.021 0.447 35.546 56.58
658 1 0.654 0.145 0.021 5.13
658 3 nan -inf nan nan
658 5 nan -inf nan nan
658 10 11.078 0.132 6.248 169.99
658 30 15.207 0.300 8.939 34.53
658 50 15.289 0.210 7.544 26.13
658 100 15.555 0.100 3.712 13.29
659 1 0.675 0.083 0.948 25.28
659 3 nan -inf nan nan
659 5 nan -inf nan nan
659 10 nan -inf nan nan
659 30 20.031 0.100 11.754 162.93
659 50 19.479 0.065 7.756 60.43
659 100 38.018 0.024 12.311 6.90
660 1 0.552 0.126 0.024 5.74
660 3 nan -inf nan nan
660 5 4.068 0.064 1.117 60.55
660 10 12.836 0.069 0.750 5.41
660 30 34.094 0.343 26.847 81.00
660 50 40.062 0.682 41.519 113.83
660 100 41.677 0.638 43.179 110.80
661 1 0.123 0.041 0.032 9.88
661 3 nan -inf nan nan
661 5 nan -inf nan nan
661 10 12.734 0.137 3.927 30.91
661 30 27.226 0.432 25.856 114.39
661 50 28.616 0.418 20.645 48.87
661 100 30.190 0.231 16.587 21.34
662 1 0.123 0.029 0.028 4.55
662 3 nan -inf nan nan
662 5 4.783 0.150 1.927 86.61
662 10 13.511 0.303 1.452 4.60
662 30 24.691 0.335 12.399 29.08
662 50 44.354 0.283 10.752 6.65
662 100 46.296 0.039 9.368 0.61
663 1 0.818 0.591 1.591 207.74
663 3 0.818 0.089 5.924 7.84
663 5 2.432 0.926 5255.252 144081.09
663 10 2.432 0.569 311.422 43056.47
663 30 3.638 0.143 0.371 5.55
663 50 24.364 0.024 5.296 3.21
663 100 60.931 0.273 40.969 119.04
664 1 0.613 0.129 0.422 22.90
664 3 nan -inf nan nan
664 5 nan -inf nan nan
664 10 8.994 0.083 4.761 235.84
664 30 27.185 1.032 88.223 7143.67
664 50 27.635 1.126 60.951 1243.41
664 100 27.798 0.915 41.394 134.82
665 1 0.143 0.035 0.058 3.61
665 3 2.391 0.058 0.125 8.75
665 5 nan -inf nan nan
665 10 8.523 0.144 4.757 6.52
665 30 15.902 1.135 67.266 2418.53
665 50 15.902 0.970 51.685 569.45
665 100 15.780 0.474 35.565 168.27
666 1 0.838 0.182 0.252 17.58
666 3 2.678 0.245 1.011 39.07
666 5 4.803 0.267 1.831 41.92
666 10 15.166 0.354 5.020 9.70
666 30 27.962 1.432 279.739 3859.99
666 50 28.043 1.408 269.091 7855.32
666 100 27.982 1.122 327.999 14550.92
667 1 0.818 0.146 0.021 3.93
667 3 nan -inf nan nan
667 5 nan -inf nan nan
667 10 nan -inf nan nan
667 30 24.426 0.113 19.069 58.30
667 50 48.340 0.539 78.693 531.26
667 100 50.262 0.677 44.230 46.35
668 1 0.715 0.140 0.022 4.50
668 3 nan -inf nan nan
668 5 nan -inf nan nan
668 10 9.075 0.058 4.697 189.35
668 30 17.680 0.096 7.304 107.63
668 50 16.699 0.034 4.209 5.25
668 100 52.224 0.230 155.343 2136.33
669 1 nan -inf nan nan
669 3 nan -inf nan nan
669 5 nan -inf nan nan
669 10 nan -inf nan nan
669 30 35.565 0.061 2.539 14.89
669 50 35.238 0.066 18.479 159.62
669 100 72.766 0.092 35.843 108.73
670 1 nan -inf nan nan
670 3 nan -inf nan nan
670 5 5.151 0.090 3.313 103.30
670 10 10.874 0.735 61.935 1510.48
670 30 10.915 0.977 202.340 37963.90
670 50 10.894 0.762 191.863 37477.71
670 100 10.874 0.094 85.171 3389.67
671 1 0.818 0.080 0.028 2.22
671 3 2.616 0.293 4.110 273.80
671 5 2.637 0.268 7.208 312.24
671 10 2.310 0.140 0.324 0.84
671 30 17.292 1.420 213.894 94358.63
671 50 17.333 1.207 188.714 19075.00
671 100 17.169 0.641 133.634 2333.62
672 1 0.818 0.189 0.355 25.50
672 3 2.473 0.311 1.016 47.83
672 5 4.435 0.163 1.602 25.85
672 10 15.187 0.671 34.278 104.99
672 30 15.309 1.270 188.830 5315.97
672 50 15.207 0.853 210.994 2851.10
672 100 14.410 0.340 21.058 33.77
673 1 nan -inf nan nan
673 3 2.044 0.201 3.728 447.13
673 5 2.126 0.178 5.168 852.36
673 10 1.921 0.116 0.325 6.79
673 30 19.990 0.204 9.408 67.21
673 50 19.990 0.124 5.726 41.76
673 100 64.958 0.153 87.421 234.79
674 1 0.736 0.139 0.021 4.35
674 3 nan -inf nan nan
674 5 nan -inf nan nan
674 10 nan -inf nan nan
674 30 31.130 0.054 16.658 212.06
674 50 32.969 0.071 24.177 890.02
674 100 33.991 0.032 11.707 49.55
675 1 0.715 0.115 0.024 4.13
675 3 nan -inf nan nan
675 5 5.417 0.065 0.291 9.23
675 10 10.670 0.084 4.036 55.99
675 30 22.136 0.194 10.157 6.22
675 50 41.391 0.865 86.819 176.17
675 100 41.983 0.705 64.371 61.13
676 1 0.920 0.068 0.023 2.17
676 3 2.126 0.545 2.855 504.00
676 5 2.167 0.524 2.423 607.08
676 10 2.208 0.352 2.184 462.39
676 30 22.136 0.139 13.532 121.88
676 50 23.097 0.063 9.110 16.76
676 100 22.709 0.047 6.161 10.34
677 1 0.756 0.133 0.022 4.17
677 3 nan -inf nan nan
677 5 5.130 0.068 1.961 65.24
677 10 12.223 0.350 14.819 119.10
677 30 13.081 0.700 17.619 262.07
677 50 13.184 0.548 17.369 219.25
677 100 13.572 0.199 19.667 194.28
678 1 1.042 0.137 0.508 24.76
678 3 2.555 0.478 1.820 162.95
678 5 3.168 0.357 1.626 55.42
678 10 5.069 0.183 1.689 28.47
678 30 23.812 0.143 9.290 33.72
678 50 39.490 0.152 16.149 29.57
678 100 41.411 0.118 17.556 74.85
679 1 0.654 0.083 0.022 2.98
679 3 nan -inf nan nan
679 5 nan -inf nan nan
679 10 11.876 0.177 23.868 1126.05
679 30 12.243 0.401 38.459 1107.33
679 50 11.998 0.297 28.865 342.26
679 100 24.385 0.078 3.391 7.38
680 1 0.675 0.136 0.021 4.80
680 3 nan -inf nan nan
680 5 nan -inf nan nan
680 10 nan -inf nan nan
680 30 54.799 0.049 1.354 8.18
680 50 66.900 0.057 2.609 8.58
680 100 56.904 0.088 55.497 855.55
681 1 0.858 0.078 2.833 52.27
681 3 nan -inf nan nan
681 5 nan -inf nan nan
681 10 9.321 0.092 3.879 207.37
681 30 25.938 0.113 9.637 5.67
681 50 46.092 0.833 83.810 1035.26
681 100 47.052 0.670 55.618 244.52
682 1 0.715 0.078 0.022 2.53
682 3 nan -inf nan nan
682 5 nan -inf nan nan
682 10 14.144 0.049 0.670 12.28
682 30 15.125 0.251 19.139 2331.71
682 50 15.023 0.204 15.718 334.24
682 100 14.635 0.093 2.485 14.56
683 1 0.675 0.142 0.022 4.97
683 3 nan -inf nan nan
683 5 5.437 0.048 0.275 11.24
683 10 18.723 0.265 64.425 204.94
683 30 18.294 1.277 111.427 35839.44
683 50 18.273 1.128 80.565 5586.20
683 100 18.191 0.672 57.818 634.23
684 1 0.818 0.279 0.350 38.83
684 3 2.575 0.304 1.040 39.32
684 5 4.190 0.309 1.729 46.41
684 10 8.503 0.198 3.491 29.85
684 30 31.723 0.615 54.094 204.06
684 50 33.215 0.691 61.987 228.69
684 100 32.172 0.238 94.805 47.80
685 1 0.777 0.172 0.242 19.91
685 3 2.575 0.213 0.946 36.30
685 5 4.456 0.170 1.828 28.46
685 10 8.994 0.149 3.313 24.78
685 30 19.029 0.573 24.866 328.93
685 50 18.682 0.261 12.212 22.42
685 100 38.182 0.094 7.320 2.14
686 1 0.123 0.035 0.027 4.86
686 3 2.657 0.105 0.711 28.14
686 5 4.027 0.085 1.528 56.30
686 10 9.361 0.123 3.668 60.85
686 30 22.034 0.083 289.375 10.70
686 50 45.356 1.566 1422.173 14613.84
686 100 45.785 1.489 754.433 10909.63
687 1 0.123 0.027 0.028 4.25
687 3 2.943 0.071 0.911 21.01
687 5 4.231 0.114 1.823 45.21
687 10 12.243 0.540 23.215 129.63
687 30 12.530 0.936 58.879 1218.31
687 50 12.550 0.719 50.385 1082.20
687 100 12.305 0.215 26.300 204.01
688 1 0.675 0.126 0.022 4.59
688 3 nan -inf nan nan
688 5 nan -inf nan nan
688 10 nan -inf nan nan
688 30 33.623 0.108 66.405 1001.37
688 50 32.520 0.244 166.578 19532.13
688 100 32.234 0.215 191.468 6099.56
689 1 0.675 0.138 0.021 4.78
689 3 nan -inf nan nan
689 5 nan -inf nan nan
689 10 14.083 0.065 0.735 10.67
689 30 15.023 0.331 31.801 5977.58
689 50 14.798 0.281 39.667 2020.14
689 100 14.614 0.134 24.518 239.60
690 1 0.715 0.133 2.201 88.28
690 3 nan -inf nan nan
690 5 nan -inf nan nan
690 10 8.748 0.266 7.932 305.19
690 30 9.566 0.227 6.216 117.51
690 50 9.137 0.154 1.983 9.82
690 100 38.366 0.073 15.753 30.16
691 1 0.756 0.122 0.022 3.97
691 3 nan -inf nan nan
691 5 nan -inf nan nan
691 10 9.893 0.536 12.524 1257.92
691 30 11.160 0.306 5.448 26.48
691 50 9.995 0.174 1.580 1.82
691 100 40.226 0.038 8.901 0.33
692 1 0.736 0.118 0.024 3.71
692 3 2.862 0.052 0.120 6.05
692 5 nan -inf nan nan
692 10 11.078 0.171 5.999 107.40
692 30 16.761 0.325 8.668 21.87
692 50 16.474 0.241 7.385 29.05
692 100 15.923 0.134 3.373 11.98
693 1 0.634 0.075 0.122 3.73
693 3 2.167 0.050 0.141 12.70
693 5 4.395 0.086 1.393 58.68
693 10 12.754 0.114 3.903 33.83
693 30 15.269 0.263 13.283 46.82
693 50 14.247 0.138 2.908 3.74
693 100 73.767 0.192 30.821 34.46
694 1 0.777 0.105 0.206 10.14
694 3 2.555 0.224 1.005 47.57
694 5 4.333 0.256 1.795 50.28
694 10 9.627 0.176 3.410 16.78
694 30 35.811 0.503 38.174 65.70
694 50 37.344 0.847 48.089 677.44
694 100 37.916 0.558 33.361 76.65
695 1 0.675 0.139 0.023 4.80
695 3 1.942 0.042 0.134 7.79
695 5 4.946 0.048 0.254 7.30
695 10 7.869 0.054 2.739 76.07
695 30 19.377 0.250 30.774 1067.54
695 50 19.029 0.245 39.844 457.64
695 100 18.662 0.166 24.633 219.78
696 1 0.695 0.134 0.022 4.58
696 3 nan -inf nan nan
696 5 nan -inf nan nan
696 10 nan -inf nan nan
696 30 21.257 1.005 60.303 2642.79
696 50 21.400 0.845 49.732 1441.85
696 100 21.073 0.484 41.179 114.99
697 1 0.858 0.129 2.925 90.99
697 3 nan -inf nan nan
697 5 nan -inf nan nan
697 10 9.321 0.102 3.253 84.39
697 30 24.323 1.035 96.684 3703.51
697 50 24.589 0.950 93.068 3254.38
697 100 24.364 0.605 115.909 688.00
698 1 0.123 0.036 0.030 6.57
698 3 nan -inf nan nan
698 5 nan -inf nan nan
698 10 11.610 0.104 3.947 44.91
698 30 15.882 0.154 7.187 33.92
698 50 44.579 0.283 34.093 47.72
698 100 55.085 0.121 18.951 9.56
699 1 0.143 0.018 0.034 3.24
699 3 2.391 0.110 0.774 42.06
699 5 4.333 0.141 1.575 56.17
699 10 9.791 0.195 3.833 41.10
699 30 24.303 0.215 8.056 21.30
699 50 49.526 0.260 26.435 34.74
699 100 62.668 0.259 32.071 107.45
700 1 0.756 0.148 0.036 3.94
700 3 2.391 0.196 0.870 52.05
700 5 3.822 0.141 1.518 57.64
700 10 14.492 0.301 3.493 9.06
700 30 31.682 0.533 23.690 36.46
700 50 34.114 0.706 39.666 189.82
700 100 35.729 0.539 49.198 117.23
701 1 0.818 0.098 0.028 3.61
701 3 nan -inf nan nan
701 5 4.844 0.096 0.403 12.92
701 10 8.666 0.143 3.446 128.66
701 30 29.474 0.813 41.718 343.69
701 50 31.743 0.823 42.205 1848.30
701 100 30.823 0.398 23.247 18.30
702 1 0.123 0.037 0.030 7.49
702 3 2.289 0.041 0.132 5.88
702 5 3.924 0.079 1.141 54.72
702 10 nan -inf nan nan
702 30 30.966 0.126 21.817 122.94
702 50 31.355 0.202 24.989 468.33
702 100 31.416 0.165 22.715 244.50
703 1 0.858 0.113 0.023 3.71
703 3 2.575 0.127 1.021 94.00
703 5 nan -inf nan nan
703 10 9.934 0.395 6.908 519.55
703 30 25.284 0.273 11.783 13.49
703 50 39.020 0.644 49.983 144.21
703 100 41.329 0.167 82.655 15.00
704 1 0.123 0.030 0.028 4.54
704 3 2.841 0.080 0.139 6.82
704 5 5.171 0.060 0.319 4.66
704 10 9.484 0.179 3.945 175.60
704 30 27.962 1.185 208.060 3233.61
704 50 28.064 1.235 334.088 16919.08
704 100 28.023 0.969 369.174 10185.36
705 1 0.695 0.119 0.252 16.48
705 3 2.759 0.107 0.949 20.65
705 5 4.435 0.193 1.603 44.93
705 10 10.731 0.155 3.842 17.87
705 30 29.229 0.535 21.870 129.26
705 50 32.704 0.504 19.283 57.87
705 100 47.850 0.175 95.694 19.38
706 1 0.123 0.035 0.027 5.38
706 3 3.475 0.772 12.184 2761.35
706 5 3.557 1.193 14.377 7764.30
706 10 3.557 0.965 10.318 947.09
706 30 3.373 0.159 0.458 5.67
706 50 4.967 0.127 0.543 0.91
706 100 84.927 0.274 28.734 11.44
707 1 0.675 0.116 0.023 4.81
707 3 4.170 0.138 1.867 34.70
707 5 5.171 0.729 12.240 315.48
707 10 10.445 1.091 28.049 162.14
707 30 10.567 1.076 31.504 1977.79
707 50 10.608 0.805 27.945 1783.26
707 100 11.548 0.078 20.108 237.08
708 1 0.613 0.123 0.095 5.52
708 3 nan -inf nan nan
708 5 5.989 0.109 6.658 240.75
708 10 6.255 0.342 18.708 2929.94
708 30 6.050 0.147 1.636 15.98
708 50 12.857 0.072 2.059 6.31
708 100 55.044 0.084 19.616 21.45
709 1 0.143 0.017 0.058 1.69
709 3 2.698 0.127 0.827 31.93
709 5 4.476 0.157 1.554 48.49
709 10 9.116 0.148 3.533 31.06
709 30 20.869 0.226 9.040 24.72
709 50 51.447 0.297 18.824 12.13
709 100 71.744 0.276 30.601 14.94
710 1 0.858 0.118 0.261 11.10
710 3 2.412 0.148 0.919 48.56
710 5 5.028 0.180 2.030 15.56
710 10 9.852 0.861 15.017 896.60
710 30 21.155 0.756 23.753 196.27
710 50 22.075 0.591 18.738 97.07
710 100 22.995 0.383 14.914 39.01
711 1 0.123 0.035 0.029 6.52
711 3 nan -inf nan nan
711 5 4.640 0.066 1.583 32.13
711 10 9.096 0.111 3.656 48.49
711 30 19.765 0.443 50.547 430.08
711 50 19.765 0.211 68.679 86.58
711 100 39.694 0.148 8.180 4.66
712 1 0.123 0.039 0.030 7.33
712 3 nan -inf nan nan
712 5 4.006 0.074 1.273 72.43
712 10 9.423 0.062 3.016 40.39
712 30 35.013 0.727 67.924 194.51
712 50 36.097 0.890 47.381 209.87
712 100 36.894 0.559 30.370 59.81
713 1 0.818 0.109 0.039 2.46
713 3 2.718 0.205 0.998 30.84
713 5 4.640 0.250 1.721 33.19
713 10 9.014 0.151 3.296 32.83
713 30 25.018 1.095 67.898 2963.05
713 50 25.632 0.949 59.657 1468.19
713 100 24.957 0.498 61.521 106.73
714 1 0.777 0.137 0.021 4.03
714 3 nan -inf nan nan
714 5 7.133 0.052 0.279 6.95
714 10 7.277 0.143 6.015 41.05
714 30 14.083 0.614 47.902 704.53
714 50 14.144 0.537 67.456 1985.97
714 100 14.533 0.242 53.611 1810.45
715 1 0.858 0.101 0.022 2.62
715 3 nan -inf nan nan
715 5 3.720 0.050 1.265 58.41
715 10 8.115 0.087 4.178 121.77
715 30 21.196 0.448 20.352 981.59
715 50 21.666 0.352 17.106 280.37
715 100 20.971 0.199 8.988 23.07
716 1 nan -inf nan nan
716 3 nan -inf nan nan
716 5 nan -inf nan nan
716 10 9.566 0.078 4.129 144.99
716 30 12.591 0.042 3.611 6.12
716 50 37.364 0.210 21.809 148.53
716 100 99.133 0.170 8.001 3.17
717 1 nan -inf nan nan
717 3 2.780 0.091 0.863 55.42
717 5 5.580 0.217 2.869 49.50
717 10 11.181 1.044 32.214 832.29
717 30 22.811 1.173 86.356 368.74
717 50 22.995 1.123 66.671 560.42
717 100 23.281 0.819 44.264 173.98
718 1 0.756 0.128 0.022 4.15
718 3 nan -inf nan nan
718 5 6.766 0.084 0.350 6.80
718 10 7.706 0.185 5.568 23.71
718 30 15.555 0.809 30.031 756.33
718 50 15.718 0.682 28.124 1180.85
718 100 15.882 0.336 24.744 177.42
719 1 0.123 0.050 0.024 5.63
719 3 2.391 1.351 11.074 5614.98
719 5 2.412 1.324 9.305 4626.59
719 10 2.412 1.001 6.862 1070.92
719 30 3.495 0.176 6.814 124.74
719 50 42.086 0.101 17.830 53.05
719 100 78.836 0.103 15.634 14.25
720 1 0.818 0.136 0.021 3.75
720 3 nan -inf nan nan
720 5 nan -inf nan nan
720 10 nan -inf nan nan
720 30 28.657 0.029 5.340 18.72
720 50 51.324 0.352 107.042 895.61
720 100 54.268 0.648 109.324 1161.40
721 1 0.981 0.133 3.528 96.18
721 3 nan -inf nan nan
721 5 nan -inf nan nan
721 10 nan -inf nan nan
721 30 42.106 0.196 20.209 30.84
721 50 42.024 0.453 123.757 807.79
721 100 41.922 0.419 86.135 615.60
722 1 0.613 0.143 0.022 5.34
722 3 nan -inf nan nan
722 5 nan -inf nan nan
722 10 11.201 0.147 10.720 605.43
722 30 13.245 0.313 9.068 157.41
722 50 12.959 0.221 6.350 45.16
722 100 60.277 0.142 34.713 52.32
723 1 0.736 0.121 0.023 4.17
723 3 nan -inf nan nan
723 5 nan -inf nan nan
723 10 16.188 0.246 7.608 22.98
723 30 16.904 0.816 24.907 544.28
723 50 16.945 0.535 18.036 134.61
723 100 15.820 0.203 2.604 4.13
724 1 0.695 0.138 0.022 4.54
724 3 nan -inf nan nan
724 5 nan -inf nan nan
724 10 11.814 0.047 21.038 240.53
724 30 13.817 0.196 18.541 1167.63
724 50 13.756 0.135 14.416 222.95
724 100 26.919 0.060 3.890 5.95
725 1 0.123 0.030 0.028 4.83
725 3 2.473 0.086 0.622 28.13
725 5 4.211 0.110 1.474 70.03
725 10 6.582 0.070 2.111 22.08
725 30 17.660 0.783 61.948 2404.10
725 50 17.640 0.494 46.598 256.36
725 100 15.923 0.214 2.353 3.30
726 1 0.818 0.131 0.021 3.80
726 3 nan -inf nan nan
726 5 nan -inf nan nan
726 10 nan -inf nan nan
726 30 47.216 0.143 2.862 6.10
726 50 46.623 0.527 158.656 2033.00
726 100 47.012 0.634 146.595 6019.28
727 1 0.695 0.134 0.022 4.66
727 3 nan -inf nan nan
727 5 nan -inf nan nan
727 10 10.772 0.105 4.607 53.66
727 30 40.696 0.454 38.849 59.26
727 50 41.840 0.943 91.796 1344.89
727 100 42.821 0.626 48.649 75.96
728 1 0.756 0.130 0.022 4.11
728 3 3.700 0.043 0.109 4.81
728 5 3.904 0.067 2.454 76.46
728 10 7.767 0.331 12.742 848.99
728 30 7.869 0.283 11.378 1099.57
728 50 7.972 0.166 10.782 555.38
728 100 11.324 0.055 1.232 9.86
729 1 nan -inf nan nan
729 3 nan -inf nan nan
729 5 nan -inf nan nan
729 10 nan -inf nan nan
729 30 27.553 0.988 53.948 2528.40
729 50 28.616 0.902 33.778 304.61
729 100 29.004 0.612 26.392 118.97
730 1 0.695 0.121 0.022 4.64
730 3 nan -inf nan nan
730 5 nan -inf nan nan
730 10 nan -inf nan nan
730 30 32.458 0.054 6.227 35.43
730 50 43.005 0.117 30.173 221.37
730 100 42.515 0.121 23.942 92.20
731 1 0.736 0.124 0.023 4.05
731 3 nan -inf nan nan
731 5 5.151 0.069 0.296 8.46
731 10 9.750 0.095 4.042 49.70
731 30 26.122 0.603 48.541 310.80
731 50 26.981 0.576 55.140 317.42
731 100 26.572 0.301 29.185 35.77
732 1 0.123 0.041 0.031 9.30
732 3 nan -inf nan nan
732 5 nan -inf nan nan
732 10 7.379 0.097 10.557 45.12
732 30 14.574 0.704 39.865 2017.59
732 50 14.533 0.592 41.044 575.60
732 100 14.492 0.260 65.514 1029.19
733 1 0.736 0.143 0.021 4.42
733 3 2.923 0.043 1.948 30.68
733 5 nan -inf nan nan
733 10 10.751 0.109 8.767 280.78
